"id","cat","1","pa","name","fg_key"
"592332","pitcher",2.89496792981058e-38,492,"Kevin Gausman","14107"
"592346","pitcher",-4.43471138341014e-38,182,"Chi Chi Gonzalez","14663"
"592351","pitcher",-4.04581488080973e-38,348,"Jon Gray","14916"
"592390","pitcher",-1.06456794750494e-37,180,"Heath Hembree","11632"
"592407","pitcher",-1.5673761402466e-37,6,"Bryan Holaday","11287"
"592426","pitcher",-8.72961996966706e-39,264,"Luke Jackson","11752"
"592454","pitcher",2.01061937219073e-37,10,"Tommy Kahnle","11384"
"592464","pitcher",-4.49919741598358e-38,138,"Mike Kickham","11618"
"592473","pitcher",7.30186214758249e-38,144,"Adam Kolarek","10843"
"592499","pitcher",4.14846084923509e-38,36,"Artie Lewicki","16731"
"592612","pitcher",2.1214969697649e-38,172,"Josh Osich","11528"
"592644","pitcher",-2.31408892941411e-38,232,"Adam Plutko","15846"
"592662","pitcher",-4.91254594381793e-38,522,"Robbie Ray","11486"
"592741","pitcher",3.79193880024193e-38,204,"Chasen Shreve","10855"
"592761","pitcher",-2.66337686183812e-38,122,"Caleb Smith","14875"
"592767","pitcher",3.07525837457671e-38,222,"Drew Smyly","11760"
"592773","pitcher",-4.19091075387496e-38,94,"Ryne Stanek","15947"
"592804","pitcher",-2.31257544814109e-39,64,"Tyler Thornburg","10688"
"592811","pitcher",-5.15803547386328e-38,78,"Andrew Triggs","13533"
"592826","pitcher",2.81883268230482e-39,306,"Vince Velasquez","11189"
"592833","pitcher",-1.83114852348259e-37,22,"Bobby Wahl","14832"
"592836","pitcher",-1.87773070892609e-38,450,"Taijuan Walker","11836"
"592858","pitcher",1.82947998409562e-39,146,"Rowan Wick","14646"
"592865","pitcher",1.68854024574463e-38,132,"Taylor Williams","14899"
"592866","pitcher",-1.76066336175387e-38,504,"Trevor Williams","16977"
"592879","pitcher",-4.53652656239081e-38,336,"Asher Wojciechowski","10836"
"593140","pitcher",-1.36384455580624e-37,24,"Michael Feliz","11903"
"593144","pitcher",3.38555930158839e-38,186,"Richard Rodriguez","13549"
"593372","pitcher",-4.41411432426339e-38,204,"Carlos Martinez","11682"
"593423","pitcher",2.37500445047641e-39,490,"Frankie Montas","14309"
"593576","pitcher",1.64611751276848e-38,202,"Hector Neris","11804"
"593619","pitcher",1.06988848218322e-37,38,"Domingo Tapia",NA
"593833","pitcher",2.23224666903438e-38,200,"Wander Suero","15855"
"593974","pitcher",-1.56174828028738e-38,228,"Wandy Peralta","14295"
"594577","pitcher",8.21504586974673e-38,242,"Mike Mayers","15451"
"594795","pitcher",2.15716626352694e-38,232,"Grant Dayton","11203"
"594798","pitcher",6.9119149153029e-38,538,"Jacob deGrom","10954"
"594835","pitcher",2.30155182230134e-38,554,"Marco Gonzales","15467"
"594840","pitcher",-8.10860751203736e-38,20,"Matt Grace","11449"
"594965","pitcher",-2.6030672464549e-38,298,"Daniel Ponce de Leon","16110"
"594986","pitcher",8.13797892637115e-39,132,"Kyle Ryan","11753"
"594987","pitcher",6.99772274333482e-41,172,"Casey Sadler","11209"
"595001","pitcher",-1.05646927143431e-38,238,"Josh Smith","10946"
"595014","pitcher",6.04855149419728e-38,222,"Blake Treinen","12572"
"595411","pitcher",7.18555839280955e-38,68,"Ryan Sherriff","12249"
"595465","pitcher",-1.20352872394127e-38,160,"Dan Winkler","12237"
"595897","pitcher",1.38031882459997e-40,20,"Nick Burdi","16074"
"595918","pitcher",7.14956066593082e-38,192,"A. J. Cole","11467"
"595928","pitcher",3.06930025796237e-38,198,"John Curtiss","16128"
"596001","pitcher",-3.89445373815481e-38,226,"Jakob Junis","13619"
"596027","pitcher",-1.62363910859991e-37,18,"Dillon Maples","14672"
"596035","pitcher",7.91917820026663e-39,58,"Reggie McClain","19311"
"596043","pitcher",3.26863908084969e-39,116,"Daniel Mengden","16980"
"596057","pitcher",2.60725750027148e-38,232,"Daniel Norris","13475"
"596071","pitcher",-1.24199470824036e-37,18,"Dillon Peters","18790"
"596101","pitcher",-1.77920550709628e-37,60,"Justin Shafer","16132"
"596112","pitcher",-5.25121752237521e-38,86,"Robert Stephenson","13594"
"596133","pitcher",-4.5354163854751e-39,476,"Luke Weaver","16918"
"596295","pitcher",1.38257348647187e-38,252,"Austin Gomber","16561"
"596720","pitcher",-4.17133895288506e-38,178,"Dovydas Neverauskas","11604"
"598264","pitcher",-2.65872827639696e-38,202,"Matt Barnes","12863"
"598286","pitcher",1.82487737719151e-38,92,"Nick Ramirez","12575"
"598287","pitcher",1.69796453073134e-38,168,"Noe Ramirez","12800"
"600887","pitcher",-2.45580275019936e-37,48,"Miguel Del Pozo","18792"
"600917","pitcher",1.13518078493177e-38,20,"Jose Leclerc","14524"
"600968","pitcher",-1.38688034658099e-37,42,"Randy Rosario","14508"
"601713","pitcher",-4.15942853019157e-38,142,"Nick Pivetta","15454"
"605130","pitcher",9.15602616711171e-39,246,"Scott Barlow","14993"
"605135","pitcher",2.27361787896883e-38,580,"Chris Bassitt","12304"
"605138","pitcher",2.08504976168785e-38,196,"Wes Benjamin",NA
"605143","pitcher",-1.03403151703938e-38,28,"Ray Black","14244"
"605151","pitcher",8.16417978590914e-39,152,"Archie Bradley","12918"
"605155","pitcher",-1.06433795183375e-37,244,"Colten Brewer","12997"
"605164","pitcher",5.14658943997232e-38,534,"Dylan Bundy","12917"
"605177","pitcher",-6.92607140084589e-39,90,"Andrew Chafin","12988"
"605182","pitcher",-9.85257285010411e-39,328,"Mike Clevinger","12808"
"605195","pitcher",-9.71288828442663e-39,58,"Kyle Crick","13182"
"605200","pitcher",-2.40642862989901e-38,576,"Zach Davies","13183"
"605218","pitcher",1.7367534077483e-37,34,"Carl Edwards","13607"
"605240","pitcher",1.577851972188e-38,162,"Jace Fry","16159"
"605242","pitcher",-8.95157889172081e-38,272,"Michael Fulmer","13218"
"605276","pitcher",-6.91054791101483e-38,64,"David Hess","16130"
"605280","pitcher",6.86962823434037e-38,12,"Clay Holmes","13649"
"605288","pitcher",-5.29884170323663e-39,510,"Adrian Houser","12718"
"605309","pitcher",1.4551301941583e-37,20,"Keone Kela","14696"
"605335","pitcher",6.79375697565925e-39,70,"Brandon Leibrandt",NA
"605347","pitcher",-2.97499287969633e-38,346,"Jorge Lopez","14527"
"605359","pitcher",5.90332605492752e-38,214,"Evan Marshall","12297"
"605388","pitcher",-2.79841630135995e-38,116,"Adam Morgan","12580"
"605397","pitcher",5.05129000560416e-38,334,"Joe Musgrove","12970"
"605400","pitcher",3.98658520520622e-38,574,"Aaron Nola","16149"
"605441","pitcher",7.91777554138385e-39,34,"Yacksel Rios","15007"
"605446","pitcher",-2.29918162553329e-37,48,"Dereck Rodriguez","14509"
"605447","pitcher",7.01935082778348e-38,114,"Jordan Romano","16122"
"605479","pitcher",-3.12807458262901e-38,20,"Josh Smith","13629"
"605482","pitcher",4.27955273187619e-39,162,"Cy Sneed","16106"
"605483","pitcher",2.14951694875925e-38,444,"Blake Snell","13543"
"605488","pitcher",-2.30389876091762e-38,196,"Jeffrey Springs","17677"
"605498","pitcher",-1.62435003411816e-37,84,"Andrew Suarez","18300"
"605501","pitcher",-9.73859859362674e-39,102,"Stephen Tarpley","15859"
"605513","pitcher",-2.97313333383522e-38,482,"Spencer Turnbull","16207"
"605525","pitcher",4.57972805633752e-38,236,"J. B. Wendelken","14506"
"605538","pitcher",6.67297326477256e-38,214,"Matt Wisler","12804"
"605540","pitcher",6.5452955140005e-38,624,"Brandon Woodruff","16162"
"606115","pitcher",-1.47204523811117e-37,22,"Orlando Arcia","13185"
"606131","pitcher",-1.23133267926574e-38,148,"Luis Perdomo","14682"
"606149","pitcher",-5.97523817286416e-39,134,"Giovanny Gallegos","14986"
"606160","pitcher",-1.64703967811474e-38,144,"Rafael Montero","12760"
"606299","pitcher",-3.21054652540382e-37,6,"Jose Peraza","13593"
"606303","pitcher",-2.29346544341541e-37,26,"Joel Payamps","14332"
"606424","pitcher",3.80661071828328e-38,146,"Jarlin Garcia","18282"
"606930","pitcher",6.51581999342409e-40,156,"Jacob Barnes","12323"
"606944","pitcher",-1.1511170513035e-37,42,"Cody Carroll","17664"
"606965","pitcher",-1.21938094969479e-38,42,"Chris Devenski","12763"
"606996","pitcher",-1.65563141946404e-37,134,"Kyle Hart",NA
"607067","pitcher",-1.04548054568312e-38,124,"Colin Rea","12317"
"607074","pitcher",-6.2634378872389e-38,74,"Carlos Rodon","16137"
"607179","pitcher",1.90780598837872e-38,116,"Jordan Weems",NA
"607192","pitcher",3.0502192895061e-38,526,"Tyler Glasnow","14374"
"607200","pitcher",-2.7080297305013e-38,440,"Erick Fedde","17425"
"607219","pitcher",-1.56234846733415e-37,8,"Sal Romano","13690"
"607229","pitcher",-1.06066442745348e-37,142,"Robert Gsellman","13696"
