"id","cat","X1","pa","name","fg_key"
592669,"batter",-0.00153720486077188,494,"Hunter Renfroe",15464
592680,"batter",-0.0273766371172746,66,"Yadiel Rivera",11863
592685,"batter",-0.059241486468642,7,"Drew Robinson",11761
592696,"batter",0.00134673769010545,602,"Eddie Rosario",12155
592716,"batter",-0.0710739034441853,2,"Adrian Sampson",13339
592717,"batter",-0.0146487214013617,2,"Aaron Sanchez",11490
592741,"batter",0.106480557997174,1,"Chasen Shreve",10855
592743,"batter",-0.0133568191773416,423,"Andrelton Simmons",10847
592761,"batter",-0.0393975790417862,49,"Caleb Smith",14875
592767,"batter",-0.0662802862266759,20,"Drew Smyly",11760
592779,"batter",-0.0261609356063745,3,"Brock Stewart",16727
592789,"batter",-0.0488568912890304,69,"Noah Syndergaard",11762
592791,"batter",-0.0541069673390243,11,"Jameson Taillon",11674
592826,"batter",-0.0262965071376474,36,"Vince Velasquez",11189
592859,"batter",-0.0181529912704946,362,"Stevie Wilkerson",16041
592863,"batter",0.00643869877913896,34,"Mason Williams",11859
592865,"batter",-0.0922108744729649,1,"Taylor Williams",14899
592866,"batter",-0.0445114122598236,44,"Trevor Williams",16977
592879,"batter",-0.0853386691256105,1,"Asher Wojciechowski",10836
592885,"batter",0.0286919709111964,564,"Christian Yelich",11477
593160,"batter",0.000329512019959166,730,"Whit Merrifield",11281
593334,"batter",-0.090304323432508,8,"Domingo German",17149
